nav_date,nav_value,scheme_code
2025-06-26,101305,49.4859
2025-06-27,101305,49.2938
2025-06-28,101305,49.2938
2025-06-29,101305,49.2938
2025-06-30,101305,49.4369
2025-07-01,101305,48.9828
2025-07-02,101305,49.189
2025-07-03,101305,49.3674
2025-07-04,101305,49.6344
2025-07-05,101305,49.6344
2025-07-06,101305,49.6344
2025-07-07,101305,49.5722
2025-07-08,101305,49.9023
2025-07-09,101305,49.7285
2025-07-10,101305,49.5233
2025-07-11,101305,50.1558
2025-07-12,101305,50.1558
2025-07-13,101305,50.1558
2025-07-14,101305,50.6681
2025-07-15,101305,50.5582
2025-07-16,101305,50.1402
2025-07-17,101305,50.1089
2025-07-18,101305,49.8723
2025-07-19,101305,49.8723
2025-07-20,101305,49.8723
2025-07-21,101305,49.5123
2025-07-22,101305,49.8807
2025-07-23,101305,49.7365
2025-07-24,101305,50.2559
2025-07-25,101305,49.9734
2025-07-26,101305,49.9734
2025-07-27,101305,49.9734
2025-07-28,101305,49.5737
2025-07-29,101305,49.4625
2025-07-30,101305,48.7022
2025-07-31,101305,48.7463
2025-08-01,101305,48.9282
2025-08-02,101305,48.9282
2025-08-03,101305,48.9282
2025-08-04,101305,48.3041
2025-08-05,101305,48.2133
2025-08-06,101305,48.6048
2025-08-07,101305,48.7437
2025-08-08,101305,48.5328
2025-08-09,101305,48.5328
2025-08-10,101305,48.5328
2025-08-11,101305,48.5906
2025-08-12,101305,48.6483
2025-08-13,101305,49.0145
2025-08-14,101305,49.8504
2025-08-15,101305,49.6679
2025-08-16,101305,49.6679
2025-08-17,101305,49.6679
2025-08-18,101305,49.6527
2025-08-19,101305,50.0743
2025-08-20,101305,50.7592
2025-08-21,101305,50.8483
2025-08-22,101305,50.7947
2025-08-23,101305,50.7947
2025-08-24,101305,50.7947
2025-08-25,101305,50.696
2025-08-26,101305,50.8193
2025-08-27,101305,51.2458
2025-08-28,101305,50.406
2025-08-29,101305,50.2197
2025-08-30,101305,50.2197
2025-08-31,101305,50.2197
2025-09-01,101305,50.665
2025-09-02,101305,50.0062
2025-09-03,101305,49.9031
2025-09-04,101305,50.0915
2025-09-05,101305,50.0088
2025-09-06,101305,50.0088
2025-09-07,101305,50.0088
2025-09-08,101305,49.8548
2025-09-09,101305,49.4439
2025-09-10,101305,48.9877
2025-09-11,101305,48.8503
2025-09-12,101305,49.533
2025-09-13,101305,49.533
2025-09-14,101305,49.533
2025-09-15,101305,49.144
2025-09-16,101305,49.3153
2025-09-17,101305,49.8543
2025-09-18,101305,50.4746
2025-09-19,101305,50.1979
2025-09-20,101305,50.1979
2025-09-21,101305,50.1979
2025-09-22,101305,50.1011
2025-09-23,101305,50.4773
2025-09-24,101305,50.6503
2025-09-25,101305,51.0376
2025-09-26,101305,51.4919
2025-09-27,101305,51.4919
2025-09-28,101305,51.4919
2025-09-29,101305,51.1307
2025-09-30,101305,51.528
2025-10-01,101305,51.4445
2025-10-02,101305,51.1701
2025-10-03,101305,51.1521
2025-10-04,101305,51.1521
2025-10-05,101305,51.1521
2025-10-06,101305,51.1873
2025-10-07,101305,51.6388
2025-10-08,101305,52.304
2025-10-09,101305,52.1548
2025-10-10,101305,52.0043
2025-10-11,101305,52.0043
2025-10-12,101305,52.0043
2025-10-13,101305,51.6124
2025-10-14,101305,50.8401
2025-10-15,101305,51.1378
2025-10-16,101305,51.0934
2025-10-17,101305,51.1575
2025-10-18,101305,51.1575
2025-10-19,101305,51.1575
2025-10-20,101305,51.3845
2025-10-21,101305,51.3963
2025-10-22,101305,51.5077
2025-10-23,101305,51.0027
2025-10-24,101305,50.9174
2025-10-25,101305,50.9174
2025-10-26,101305,50.9174
2025-10-27,101305,51.526
2025-10-28,101305,51.5479
2025-10-29,101305,51.8645
2025-10-30,101305,52.1669
2025-10-31,101305,52.1939
2025-11-01,101305,52.1939
2025-11-02,101305,52.1939
2025-11-03,101305,52.4047
2025-11-04,101305,52.2122
2025-11-05,101305,52.4311
2025-11-06,101305,52.4022
2025-11-07,101305,52.3444
2025-11-08,101305,52.3444
2025-11-09,101305,52.3444
2025-11-10,101305,52.3293
2025-11-11,101305,53.0679
2025-11-12,101305,53.1375
2025-11-13,101305,52.3624
2025-11-14,101305,52.5309
2025-11-15,101305,52.5309
2025-11-16,101305,52.5309
2025-11-17,101305,52.9327
2025-11-18,101305,52.731
2025-11-19,101305,52.6489
2025-11-20,101305,53.1816
2025-11-21,101305,53.2206
2025-11-22,101305,53.2206
2025-11-23,101305,53.2206
2025-11-24,101305,53.6747
2025-11-25,101305,53.1836
2025-11-26,101305,53.1187
2025-11-27,101305,53.0303
2025-11-28,101305,53.4353
2025-11-29,101305,53.4353
2025-11-30,101305,53.4353
2025-12-01,101305,54.0087
2025-12-02,101305,54.0637
2025-12-03,101305,54.3716
2025-12-04,101305,54.4411
2025-12-05,101305,53.8761
2025-12-06,101305,53.8761
2025-12-07,101305,53.8761
2025-12-08,101305,53.4922
2025-12-09,101305,54.0323
2025-12-10,101305,53.9206
2025-12-11,101305,53.9963
2025-12-12,101305,54.4962
2025-12-13,101305,54.4962
2025-12-14,101305,54.4962
2025-12-15,101305,55.0053
2025-12-16,101305,55.5843
2025-12-17,101305,55.8442
2025-12-18,101305,55.3384
2025-12-19,101305,55.0117
2025-12-20,101305,55.0117
2025-12-21,101305,55.0117
2025-12-22,101305,54.0534
2025-12-23,101305,54.215
2025-12-24,101305,54.5458
2025-12-25,101305,54.704
2025-12-26,101305,54.6147
2025-12-27,101305,54.6147
2025-12-28,101305,54.6147
2025-12-29,101305,54.9725
2025-12-30,101305,55.4957
2025-12-31,101305,55.4617
2026-01-01,101305,55.1853
2026-01-02,101305,54.3874
2026-01-03,101305,54.3874
2026-01-04,101305,54.3874
2026-01-05,101305,53.9727
2026-01-06,101305,53.4495
2026-01-07,101305,53.6068
2026-01-08,101305,53.9323
2026-01-09,101305,54.0821
2026-01-10,101305,54.0821
2026-01-11,101305,54.0821
2026-01-12,101305,54.9393
2026-01-13,101305,54.7313
2026-01-14,101305,55.309
2026-01-15,101305,55.1488
2026-01-16,101305,54.9013
2026-01-17,101305,54.9013
2026-01-18,101305,54.9013
2026-01-19,101305,55.4223
2026-01-20,101305,55.0044
2026-01-21,101305,54.7271
2026-01-22,101305,54.5374
2026-01-23,101305,55.1412
2026-01-24,101305,55.1412
2026-01-25,101305,55.1412
2026-01-26,101305,55.1099
2026-01-27,101305,55.5455
2026-01-28,101305,55.8229
2026-01-29,101305,55.8725
2026-01-30,101305,55.5721
2026-01-31,101305,55.5721
2026-02-01,101305,55.5721
2026-02-02,101305,55.3932
2026-02-03,101305,56.1316
2026-02-04,101305,55.5069
2026-02-05,101305,55.7937
2026-02-06,101305,56.2518
2026-02-07,101305,56.2518
2026-02-08,101305,56.2518
2026-02-09,101305,55.9599
2026-02-10,101305,56.1658
2026-02-11,101305,55.1824
2026-02-12,101305,55.5793
2026-02-13,101305,56.2094
2026-02-14,101305,56.2094
2026-02-15,101305,56.2094
2026-02-16,101305,56.2488
2026-02-17,101305,55.5127
2026-02-18,101305,56.0442
2026-02-19,101305,56.0619
2026-02-20,101305,56.2151
2026-02-21,101305,56.2151
2026-02-22,101305,56.2151
2026-02-23,101305,56.0858
2026-02-24,101305,56.4954
2026-02-25,101305,55.7359
2026-02-26,101305,55.4239
2026-02-27,101305,55.8603
2026-02-28,101305,55.8603
2026-03-01,101305,55.8603
2026-03-02,101305,55.7617
2026-03-03,101305,55.8168
2026-03-04,101305,55.8785
2026-03-05,101305,55.8344
2026-03-06,101305,56.0085
2026-03-07,101305,56.0085
2026-03-08,101305,56.0085
2026-03-09,101305,55.8124
2026-03-10,101305,56.2048
2026-03-11,101305,55.989
2026-03-12,101305,56.1888
2026-03-13,101305,55.4575
2026-03-14,101305,55.4575
2026-03-15,101305,55.4575
2026-03-16,101305,55.3332
2026-03-17,101305,55.5605
2026-03-18,101305,55.5053
2026-03-19,101305,55.5412
2026-03-20,101305,55.6261
2026-03-21,101305,55.6261
2026-03-22,101305,55.6261
2026-03-23,101305,55.8561
2026-03-24,101305,56.2133
2026-03-25,101305,56.4129
2026-03-26,101305,56.071
2026-03-27,101305,56.5783
2026-03-28,101305,56.5783
2026-03-29,101305,56.5783
2026-03-30,101305,57.2325
2026-03-31,101305,57.1539
2026-04-01,101305,57.1745
2026-04-02,101305,56.8558
2026-04-03,101305,56.1915
2026-04-04,101305,56.1915
2026-04-05,101305,56.1915
2026-04-06,101305,55.4193
2026-04-07,101305,55.4703
2026-04-08,101305,55.0847
2026-04-09,101305,55.3148
2026-04-10,101305,55.2932
2026-04-11,101305,55.2932
2026-04-12,101305,55.2932
2026-04-13,101305,55.5126
2026-04-14,101305,55.7869
2026-04-15,101305,55.426
2026-04-16,101305,55.6921
2026-04-17,101305,55.7843
2026-04-18,101305,55.7843
2026-04-19,101305,55.7843
2026-04-20,101305,56.1553
2026-04-21,101305,55.6623
2026-04-22,101305,54.3378
2026-04-23,101305,54.6959
2026-04-24,101305,55.3517
2026-04-25,101305,55.3517
2026-04-26,101305,55.3517
2026-04-27,101305,56.1166
2026-04-28,101305,56.9186
2026-04-29,101305,57.1079
2026-04-30,101305,56.5066
2026-05-01,101305,56.2989
2026-05-02,101305,56.2989
2026-05-03,101305,56.2989
2026-05-04,101305,56.9426
2026-05-05,101305,56.9104
2026-05-06,101305,57.0766
2026-05-07,101305,56.2124
2026-05-08,101305,56.2048
2026-05-09,101305,56.2048
2026-05-10,101305,56.2048
2026-05-11,101305,56.5334
2026-05-12,101305,56.6214
2026-05-13,101305,56.7368
2026-05-14,101305,57.4413
2026-05-15,101305,56.7929
2026-05-16,101305,56.7929
2026-05-17,101305,56.7929
2026-05-18,101305,56.6917
2026-05-19,101305,57.2441
2026-05-20,101305,57.2121
2026-05-21,101305,57.3806
2026-05-22,101305,56.8019
2026-05-23,101305,56.8019
2026-05-24,101305,56.8019
2026-05-25,101305,57.6109
2026-05-26,101305,57.2297
2026-05-27,101305,57.2479
2026-05-28,101305,57.2215
2026-05-29,101305,57.6111
2026-05-30,101305,57.6111
2026-05-31,101305,57.6111
2026-06-01,101305,57.6618
2026-06-02,101305,58.023
2026-06-03,101305,57.8267
2026-06-04,101305,57.5698
2026-06-05,101305,57.3698
2026-06-06,101305,57.3698
2026-06-07,101305,57.3698
2026-06-08,101305,56.97
2026-06-09,101305,56.9992
2026-06-10,101305,56.3717
2026-06-11,101305,55.6292
2025-01-17,102816,49.6681
2025-01-18,102816,49.6681
2025-01-19,102816,49.6681
2025-01-20,102816,49.6477
2025-01-21,102816,49.9503
2025-01-22,102816,49.2691
2025-01-23,102816,49.3603
2025-01-24,102816,48.9271
2025-01-25,102816,48.9271
2025-01-26,102816,48.9271
2025-01-27,102816,49.7901
2025-01-28,102816,50.0326
2025-01-29,102816,50.4725
2025-01-30,102816,50.1246
2025-01-31,102816,50.539
2025-02-01,102816,50.539
2025-02-02,102816,50.539
2025-02-03,102816,50.1652
2025-02-04,102816,49.951
2025-02-05,102816,50.4811
2025-02-06,102816,50.9781
2025-02-07,102816,50.6878
2025-02-08,102816,50.6878
2025-02-09,102816,50.6878
2025-02-10,102816,50.4623
2025-02-11,102816,50.247
2025-02-12,102816,50.0167
2025-02-13,102816,49.9176
2025-02-14,102816,49.9738
2025-02-15,102816,49.9738
2025-02-16,102816,49.9738
2025-02-17,102816,50.9298
2025-02-18,102816,51.0846
2025-02-19,102816,50.977
2025-02-20,102816,50.6357
2025-02-21,102816,50.717
2025-02-22,102816,50.717
2025-02-23,102816,50.717
2025-02-24,102816,51.206
2025-02-25,102816,51.1305
2025-02-26,102816,50.7567
2025-02-27,102816,50.984
2025-02-28,102816,51.3516
2025-03-01,102816,51.3516
2025-03-02,102816,51.3516
2025-03-03,102816,51.2766
2025-03-04,102816,51.177
2025-03-05,102816,51.6401
2025-03-06,102816,52.2497
2025-03-07,102816,52.1303
2025-03-08,102816,52.1303
2025-03-09,102816,52.1303
2025-03-10,102816,53.0631
2025-03-11,102816,54.3752
2025-03-12,102816,54.2978
2025-03-13,102816,54.1389
2025-03-14,102816,53.5447
2025-03-15,102816,53.5447
2025-03-16,102816,53.5447
2025-03-17,102816,53.3771
2025-03-18,102816,53.8923
2025-03-19,102816,53.9528
2025-03-20,102816,54.3556
2025-03-21,102816,54.5543
2025-03-22,102816,54.5543
2025-03-23,102816,54.5543
2025-03-24,102816,54.4399
2025-03-25,102816,54.3797
2025-03-26,102816,54.7149
2025-03-27,102816,54.9634
2025-03-28,102816,54.7248
2025-03-29,102816,54.7248
2025-03-30,102816,54.7248
2025-03-31,102816,54.6408
2025-04-01,102816,54.0113
2025-04-02,102816,53.8259
2025-04-03,102816,54.7063
2025-04-04,102816,55.3292
2025-04-05,102816,55.3292
2025-04-06,102816,55.3292
2025-04-07,102816,55.378
2025-04-08,102816,55.0471
2025-04-09,102816,56.4633
2025-04-10,102816,56.2148
2025-04-11,102816,56.3139
2025-04-12,102816,56.3139
2025-04-13,102816,56.3139
2025-04-14,102816,55.8538
2025-04-15,102816,55.5384
2025-04-16,102816,55.487
2025-04-17,102816,55.6301
2025-04-18,102816,55.0387
2025-04-19,102816,55.0387
2025-04-20,102816,55.0387
2025-04-21,102816,55.8967
2025-04-22,102816,56.3827
2025-04-23,102816,56.5514
2025-04-24,102816,57.3013
2025-04-25,102816,56.9607
2025-04-26,102816,56.9607
2025-04-27,102816,56.9607
2025-04-28,102816,56.7274
2025-04-29,102816,56.5233
2025-04-30,102816,57.534
2025-05-01,102816,57.75
2025-05-02,102816,57.2664
2025-05-03,102816,57.2664
2025-05-04,102816,57.2664
2025-05-05,102816,57.014
2025-05-06,102816,56.5183
2025-05-07,102816,56.8795
2025-05-08,102816,56.6927
2025-05-09,102816,57.686
2025-05-10,102816,57.686
2025-05-11,102816,57.686
2025-05-12,102816,57.0795
2025-05-13,102816,56.48
2025-05-14,102816,56.8834
2025-05-15,102816,57.5186
2025-05-16,102816,57.3474
2025-05-17,102816,57.3474
2025-05-18,102816,57.3474
2025-05-19,102816,57.5702
2025-05-20,102816,56.9771
2025-05-21,102816,57.7847
2025-05-22,102816,57.9879
2025-05-23,102816,57.3825
2025-05-24,102816,57.3825
2025-05-25,102816,57.3825
2025-05-26,102816,56.8391
2025-05-27,102816,56.1037
2025-05-28,102816,56.0719
2025-05-29,102816,56.4388
2025-05-30,102816,56.0722
2025-05-31,102816,56.0722
2025-06-01,102816,56.0722
2025-06-02,102816,56.0944
2025-06-03,102816,55.9899
2025-06-04,102816,55.2584
2025-06-05,102816,55.3607
2025-06-06,102816,54.5639
2025-06-07,102816,54.5639
2025-06-08,102816,54.5639
2025-06-09,102816,54.0934
2025-06-10,102816,53.2832
2025-06-11,102816,53.2609
2025-06-12,102816,53.5679
2025-06-13,102816,52.3903
2025-06-14,102816,52.3903
2025-06-15,102816,52.3903
2025-06-16,102816,52.325
2025-06-17,102816,52.9946
2025-06-18,102816,53.1335
2025-06-19,102816,53.0768
2025-06-20,102816,53.1933
2025-06-21,102816,53.1933
2025-06-22,102816,53.1933
2025-06-23,102816,52.898
2025-06-24,102816,53.0468
2025-06-25,102816,52.7406
2025-06-26,102816,52.148
2025-06-27,102816,51.3422
2025-06-28,102816,51.3422
2025-06-29,102816,51.3422
2025-06-30,102816,50.8842
2025-07-01,102816,51.6707
2025-07-02,102816,51.3901
2025-07-03,102816,51.5392
2025-07-04,102816,50.8847
2025-07-05,102816,50.8847
2025-07-06,102816,50.8847
2025-07-07,102816,49.8625
2025-07-08,102816,49.9807
2025-07-09,102816,49.731
2025-07-10,102816,49.4598
2025-07-11,102816,49.6767
2025-07-12,102816,49.6767
2025-07-13,102816,49.6767
2025-07-14,102816,49.072
2025-07-15,102816,48.7414
2025-07-16,102816,48.7958
2025-07-17,102816,49.0207
2025-07-18,102816,49.48
2025-07-19,102816,49.48
2025-07-20,102816,49.48
2025-07-21,102816,49.674
2025-07-22,102816,49.3043
2025-07-23,102816,50.1877
2025-07-24,102816,49.8413
2025-07-25,102816,50.462
2025-07-26,102816,50.462
2025-07-27,102816,50.462
2025-07-28,102816,50.4523
2025-07-29,102816,50.3298
2025-07-30,102816,50.8105
2025-07-31,102816,50.5342
2025-08-01,102816,50.5929
2025-08-02,102816,50.5929
2025-08-03,102816,50.5929
2025-08-04,102816,50.1631
2025-08-05,102816,49.823
2025-08-06,102816,48.9304
2025-08-07,102816,48.7873
2025-08-08,102816,48.8835
2025-08-09,102816,48.8835
2025-08-10,102816,48.8835
2025-08-11,102816,49.2233
2025-08-12,102816,48.2291
2025-08-13,102816,48.1887
2025-08-14,102816,48.0652
2025-08-15,102816,48.037
2025-08-16,102816,48.037
2025-08-17,102816,48.037
2025-08-18,102816,48.2714
2025-08-19,102816,48.2565
2025-08-20,102816,47.5605
2025-08-21,102816,47.376
2025-08-22,102816,47.5891
2025-08-23,102816,47.5891
2025-08-24,102816,47.5891
2025-08-25,102816,47.4295
2025-08-26,102816,48.1381
2025-08-27,102816,47.9952
2025-08-28,102816,48.0215
2025-08-29,102816,47.6821
2025-08-30,102816,47.6821
2025-08-31,102816,47.6821
2025-09-01,102816,47.0071
2025-09-02,102816,46.64
2025-09-03,102816,45.8539
2025-09-04,102816,46.1065
2025-09-05,102816,45.8771
2025-09-06,102816,45.8771
2025-09-07,102816,45.8771
2025-09-08,102816,46.0028
2025-09-09,102816,45.6723
2025-09-10,102816,46.296
2025-09-11,102816,46.513
2025-09-12,102816,46.2298
2025-09-13,102816,46.2298
2025-09-14,102816,46.2298
2025-09-15,102816,45.9043
2025-09-16,102816,45.5014
2025-09-17,102816,45.4934
2025-09-18,102816,45.2222
2025-09-19,102816,45.4713
2025-09-20,102816,45.4713
2025-09-21,102816,45.4713
2025-09-22,102816,45.4164
2025-09-23,102816,45.7583
2025-09-24,102816,45.3942
2025-09-25,102816,45.6074
2025-09-26,102816,45.6525
2025-09-27,102816,45.6525
2025-09-28,102816,45.6525
2025-09-29,102816,46.2596
2025-09-30,102816,46.2569
2025-10-01,102816,46.1069
2025-10-02,102816,46.2861
2025-10-03,102816,46.1928
2025-10-04,102816,46.1928
2025-10-05,102816,46.1928
2025-10-06,102816,45.9382
2025-10-07,102816,45.8778
2025-10-08,102816,46.1526
2025-10-09,102816,46.57
2025-10-10,102816,47.3912
2025-10-11,102816,47.3912
2025-10-12,102816,47.3912
2025-10-13,102816,47.1301
2025-10-14,102816,47.1257
2025-10-15,102816,47.4183
2025-10-16,102816,47.7559
2025-10-17,102816,47.6362
2025-10-18,102816,47.6362
2025-10-19,102816,47.6362
2025-10-20,102816,47.4565
2025-10-21,102816,48.0365
2025-10-22,102816,47.7135
2025-10-23,102816,47.8662
2025-10-24,102816,48.0639
2025-10-25,102816,48.0639
2025-10-26,102816,48.0639
2025-10-27,102816,48.247
2025-10-28,102816,48.3767
2025-10-29,102816,48.3766
2025-10-30,102816,48.3521
2025-10-31,102816,48.2766
2025-11-01,102816,48.2766
2025-11-02,102816,48.2766
2025-11-03,102816,47.9471
2025-11-04,102816,47.7218
2025-11-05,102816,47.2919
2025-11-06,102816,47.8026
2025-11-07,102816,47.6929
2025-11-08,102816,47.6929
2025-11-09,102816,47.6929
2025-11-10,102816,48.2153
2025-11-11,102816,48.0693
2025-11-12,102816,48.2857
2025-11-13,102816,47.9591
2025-11-14,102816,47.9147
2025-11-15,102816,47.9147
2025-11-16,102816,47.9147
2025-11-17,102816,48.0673
2025-11-18,102816,47.8438
2025-11-19,102816,47.7961
2025-11-20,102816,47.868
2025-11-21,102816,48.1196
2025-11-22,102816,48.1196
2025-11-23,102816,48.1196
2025-11-24,102816,47.9848
2025-11-25,102816,47.8498
2025-11-26,102816,47.3746
2025-11-27,102816,46.6404
2025-11-28,102816,46.0063
2025-11-29,102816,46.0063
2025-11-30,102816,46.0063
2025-12-01,102816,46.7713
2025-12-02,102816,46.3517
2025-12-03,102816,46.7607
2025-12-04,102816,46.5873
2025-12-05,102816,46.5852
2025-12-06,102816,46.5852
2025-12-07,102816,46.5852
2025-12-08,102816,46.4219
2025-12-09,102816,45.9922
2025-12-10,102816,45.6296
2025-12-11,102816,44.9574
2025-12-12,102816,44.7207
2025-12-13,102816,44.7207
2025-12-14,102816,44.7207
2025-12-15,102816,44.9834
2025-12-16,102816,44.6281
2025-12-17,102816,44.922
2025-12-18,102816,44.7319
2025-12-19,102816,44.5715
2025-12-20,102816,44.5715
2025-12-21,102816,44.5715
2025-12-22,102816,44.6218
2025-12-23,102816,44.9688
2025-12-24,102816,44.6278
2025-12-25,102816,44.8514
2025-12-26,102816,45.5397
2025-12-27,102816,45.5397
2025-12-28,102816,45.5397
2025-12-29,102816,45.9458
2025-12-30,102816,46.2711
2025-12-31,102816,46.715
2026-01-01,102816,46.2812
2026-01-02,102816,45.6813
2026-01-03,102816,45.6813
2026-01-04,102816,45.6813
2026-01-05,102816,45.2639
2026-01-06,102816,45.6693
2026-01-07,102816,45.2273
2026-01-08,102816,44.8516
2026-01-09,102816,45.0506
2026-01-10,102816,45.0506
2026-01-11,102816,45.0506
2026-01-12,102816,46.0102
2026-01-13,102816,45.9258
2026-01-14,102816,46.2612
2026-01-15,102816,45.8115
2026-01-16,102816,45.5574
2026-01-17,102816,45.5574
2026-01-18,102816,45.5574
2026-01-19,102816,46.2708
2026-01-20,102816,46.2838
2026-01-21,102816,46.0729
2026-01-22,102816,46.6159
2026-01-23,102816,46.9542
2026-01-24,102816,46.9542
2026-01-25,102816,46.9542
2026-01-26,102816,46.8963
2026-01-27,102816,46.7291
2026-01-28,102816,46.9773
2026-01-29,102816,47.0042
2026-01-30,102816,46.7029
2026-01-31,102816,46.7029
2026-02-01,102816,46.7029
2026-02-02,102816,46.3487
2026-02-03,102816,46.2048
2026-02-04,102816,46.2764
2026-02-05,102816,46.334
2026-02-06,102816,46.0381
2026-02-07,102816,46.0381
2026-02-08,102816,46.0381
2026-02-09,102816,46.0565
2026-02-10,102816,46.7827
2026-02-11,102816,46.5377
2026-02-12,102816,46.8884
2026-02-13,102816,46.8491
2026-02-14,102816,46.8491
2026-02-15,102816,46.8491
2026-02-16,102816,46.4944
2026-02-17,102816,46.911
2026-02-18,102816,46.7631
2026-02-19,102816,46.9292
2026-02-20,102816,47.0266
2026-02-21,102816,47.0266
2026-02-22,102816,47.0266
2026-02-23,102816,47.2753
2026-02-24,102816,47.8829
2026-02-25,102816,47.9113
2026-02-26,102816,47.9152
2026-02-27,102816,47.4498
2026-02-28,102816,47.4498
2026-03-01,102816,47.4498
2026-03-02,102816,47.351
2026-03-03,102816,47.1542
2026-03-04,102816,46.9058
2026-03-05,102816,46.5505
2026-03-06,102816,47.0205
2026-03-07,102816,47.0205
2026-03-08,102816,47.0205
2026-03-09,102816,47.019
2026-03-10,102816,47.3045
2026-03-11,102816,47.9584
2026-03-12,102816,47.6878
2026-03-13,102816,47.4748
2026-03-14,102816,47.4748
2026-03-15,102816,47.4748
2026-03-16,102816,47.4397
2026-03-17,102816,47.2832
